kx ky BerryCurvature
3.769911184307752183e+00 1.413716694115406902e+00 1.186695699694663843e-04
3.926990816987241395e+00 1.413716694115406902e+00 7.957212622646903186e-05
4.084070449666731051e+00 1.413716694115406902e+00 5.220636829729642268e-05
4.241150082346220707e+00 1.413716694115406902e+00 3.398382506995814502e-05
4.398229715025710362e+00 1.413716694115406902e+00 2.212719100846173299e-05
4.555309347705200906e+00 1.413716694115406902e+00 1.446438507996429675e-05
4.712388980384689674e+00 1.413716694115406902e+00 9.497551186974704618e-06
4.869468613064179330e+00 1.413716694115406902e+00 6.251720635451084220e-06
5.026548245743668986e+00 1.413716694115406902e+00 4.108048681145102013e-06
5.183627878423158641e+00 1.413716694115406902e+00 2.676829719091761893e-06
5.340707511102649185e+00 1.413716694115406902e+00 1.712330824203687395e-06
5.497787143782137953e+00 1.413716694115406902e+00 1.058731619160398554e-06
5.654866776461627609e+00 1.413716694115406902e+00 6.166297058702219816e-07
5.811946409141117265e+00 1.413716694115406902e+00 3.224900804950944604e-07
5.969026041820606920e+00 1.413716694115406902e+00 1.360998907330160449e-07
6.126105674500097464e+00 1.413716694115406902e+00 3.298829442274825286e-08
0.000000000000000000e+00 1.570796326794896558e+00 -0.000000000000000000e+00
1.570796326794896558e-01 1.570796326794896558e+00 1.307317208797231939e-23
3.141592653589793116e-01 1.570796326794896558e+00 5.393601010136584548e-23
4.712388980384690229e-01 1.570796326794896558e+00 1.278018890775545761e-22
6.283185307179586232e-01 1.570796326794896558e+00 2.443684736200017411e-22
7.853981633974482790e-01 1.570796326794896558e+00 4.195718909442434388e-22
9.424777960769380458e-01 1.570796326794896558e+00 6.785906834370204499e-22
1.099557428756427591e+00 1.570796326794896558e+00 1.060817392652982448e-21
1.256637061435917246e+00 1.570796326794896558e+00 1.628002603844526247e-21
1.413716694115406902e+00 1.570796326794896558e+00 2.477528619248152730e-21
1.570796326794896558e+00 1.570796326794896558e+00 3.763833214135183458e-21
1.727875959474386436e+00 1.570796326794896558e+00 5.732160952787979674e-21
1.884955592153876092e+00 1.570796326794896558e+00 8.768887885692152241e-21
2.042035224833365525e+00 1.570796326794896558e+00 1.346761318751581111e-20
2.199114857512855181e+00 1.570796326794896558e+00 2.068914464671845402e-20
2.356194490192344837e+00 1.570796326794896558e+00 3.153417857729491072e-20
2.513274122871834493e+00 1.570796326794896558e+00 4.702865324363827561e-20
2.670353755551324593e+00 1.570796326794896558e+00 6.721232948286231042e-20
2.827433388230813804e+00 1.570796326794896558e+00 8.959458413483305908e-20
2.984513020910303460e+00 1.570796326794896558e+00 1.081767827695762051e-19
3.141592653589793116e+00 1.570796326794896558e+00 1.155440542248759167e-19
3.298672286269282772e+00 1.570796326794896558e+00 1.081767827695760125e-19
3.455751918948772872e+00 1.570796326794896558e+00 8.959458413483228871e-20
3.612831551628262527e+00 1.570796326794896558e+00 6.721232948286168449e-20
3.769911184307752183e+00 1.570796326794896558e+00 4.702865324363873301e-20
3.926990816987241395e+00 1.570796326794896558e+00 3.153417857729471812e-20
4.084070449666731051e+00 1.570796326794896558e+00 2.068914464671828550e-20
4.241150082346220707e+00 1.570796326794896558e+00 1.346761318751601574e-20
4.398229715025710362e+00 1.570796326794896558e+00 8.768887885692338816e-21
4.555309347705200906e+00 1.570796326794896558e+00 5.732160952788009767e-21
4.712388980384689674e+00 1.570796326794896558e+00 3.763833214135234616e-21
4.869468613064179330e+00 1.570796326794896558e+00 2.477528619248083517e-21
5.026548245743668986e+00 1.570796326794896558e+00 1.628002603844491641e-21
5.183627878423158641e+00 1.570796326794896558e+00 1.060817392652974925e-21
5.340707511102649185e+00 1.570796326794896558e+00 6.785906834370588180e-22
5.497787143782137953e+00 1.570796326794896558e+00 4.195718909442291448e-22
5.654866776461627609e+00 1.570796326794896558e+00 2.443684736200160351e-22
5.811946409141117265e+00 1.570796326794896558e+00 1.278018890775579615e-22
5.969026041820606920e+00 1.570796326794896558e+00 5.393601010137562559e-23
6.126105674500097464e+00 1.570796326794896558e+00 1.307317208796470219e-23
0.000000000000000000e+00 1.727875959474386436e+00 -0.000000000000000000e+00
1.570796326794896558e-01 1.727875959474386436e+00 -3.298829442275746435e-08
3.141592653589793116e-01 1.727875959474386436e+00 -1.360998907330342562e-07
4.712388980384690229e-01 1.727875959474386436e+00 -3.224900804950809078e-07
6.283185307179586232e-01 1.727875959474386436e+00 -6.166297058702287578e-07
7.853981633974482790e-01 1.727875959474386436e+00 -1.058731619160476481e-06
9.424777960769380458e-01 1.727875959474386436e+00 -1.712330824203646737e-06
1.099557428756427591e+00 1.727875959474386436e+00 -2.676829719091738176e-06
1.256637061435917246e+00 1.727875959474386436e+00 -4.108048681145078297e-06
1.413716694115406902e+00 1.727875959474386436e+00 -6.251720635451179088e-06
1.570796326794896558e+00 1.727875959474386436e+00 -9.497551186974663960e-06
1.727875959474386436e+00 1.727875959474386436e+00 -1.446438507996441873e-05
1.884955592153876092e+00 1.727875959474386436e+00 -2.212719100846096049e-05
2.042035224833365525e+00 1.727875959474386436e+00 -3.398382506995825344e-05
2.199114857512855181e+00 1.727875959474386436e+00 -5.220636829729663952e-05
2.356194490192344837e+00 1.727875959474386436e+00 -7.957212622646854397e-05
2.513274122871834493e+00 1.727875959474386436e+00 -1.186695699694652458e-04
2.670353755551324593e+00 1.727875959474386436e+00 -1.695984988516266445e-04
2.827433388230813804e+00 1.727875959474386436e+00 -2.260738921933162174e-04
2.984513020910303460e+00 1.727875959474386436e+00 -2.729599762989194482e-04
3.141592653589793116e+00 1.727875959474386436e+00 -2.915486372830180042e-04
3.298672286269282772e+00 1.727875959474386436e+00 -2.729599762989190145e-04
3.455751918948772872e+00 1.727875959474386436e+00 -2.260738921933160006e-04
3.612831551628262527e+00 1.727875959474386436e+00 -1.695984988516243677e-04
3.769911184307752183e+00 1.727875959474386436e+00 -1.186695699694665469e-04
3.926990816987241395e+00 1.727875959474386436e+00 -7.957212622646892344e-05
4.084070449666731051e+00 1.727875959474386436e+00 -5.220636829729666663e-05
4.241150082346220707e+00 1.727875959474386436e+00 -3.398382506995822634e-05
4.398229715025710362e+00 1.727875959474386436e+00 -2.212719100846182786e-05
4.555309347705200906e+00 1.727875959474386436e+00 -1.446438507996433741e-05
4.712388980384689674e+00 1.727875959474386436e+00 -9.497551186974718170e-06
4.869468613064179330e+00 1.727875959474386436e+00 -6.251720635451084220e-06
5.026548245743668986e+00 1.727875959474386436e+00 -4.108048681145095237e-06
5.183627878423158641e+00 1.727875959474386436e+00 -2.676829719091765281e-06
5.340707511102649185e+00 1.727875959474386436e+00 -1.712330824203677231e-06
5.497787143782137953e+00 1.727875959474386436e+00 -1.058731619160398554e-06
5.654866776461627609e+00 1.727875959474386436e+00 -6.166297058702185934e-07
5.811946409141117265e+00 1.727875959474386436e+00 -3.224900804950961544e-07
5.969026041820606920e+00 1.727875959474386436e+00 -1.360998907330143509e-07
6.126105674500097464e+00 1.727875959474386436e+00 -3.298829442274655880e-08
0.000000000000000000e+00 1.884955592153876092e+00 -0.000000000000000000e+00
1.570796326794896558e-01 1.884955592153876092e+00 -6.275055576289203374e-08
3.141592653589793116e-01 1.884955592153876092e+00 -2.588902600527055673e-07
4.712388980384690229e-01 1.884955592153876092e+00 -6.134436361366715456e-07
6.283185307179586232e-01 1.884955592153876092e+00 -1.172960178060395778e-06
7.853981633974482790e-01 1.884955592153876092e+00 -2.013934683339290934e-06
9.424777960769380458e-01 1.884955592153876092e+00 -3.257226764712499570e-06
1.099557428756427591e+00 1.884955592153876092e+00 -5.091925356800471947e-06
1.256637061435917246e+00 1.884955592153876092e+00 -7.814441526215799600e-06
1.413716694115406902e+00 1.884955592153876092e+00 -1.189222392962659190e-05
1.570796326794896558e+00 1.884955592153876092e+00 -1.806659414918818172e-05
1.727875959474386436e+00 1.884955592153876092e+00 -2.751474981673468381e-05
1.884955592153876092e+00 1.884955592153876092e+00 -4.209130260211219163e-05
2.042035224833365525e+00 1.884955592153876092e+00 -6.464544477964904003e-05
2.199114857512855181e+00 1.884955592153876092e+00 -9.930867353538983368e-05
2.356194490192344837e+00 1.884955592153876092e+00 -1.513631951746247876e-04
2.513274122871834493e+00 1.884955592153876092e+00 -2.257309477545125067e-04
2.670353755551324593e+00 1.884955592153876092e+00 -3.225988357705713520e-04
2.827433388230813804e+00 1.884955592153876092e+00 -4.300098689799720410e-04
2.984513020910303460e+00 1.884955592153876092e+00 -5.191778066707662155e-04
3.141592653589793116e+00 1.884955592153876092e+00 -5.545284325226200288e-04
3.298672286269282772e+00 1.884955592153876092e+00 -5.191778066707610113e-04
3.455751918948772872e+00 1.884955592153876092e+00 -4.300098689799664031e-04
3.612831551628262527e+00 1.884955592153876092e+00 -3.225988357705683162e-04
3.769911184307752183e+00 1.884955592153876092e+00 -2.257309477545119646e-04
3.926990816987241395e+00 1.884955592153876092e+00 -1.513631951746253297e-04
4.084070449666731051e+00 1.884955592153876092e+00 -9.930867353538945421e-05
4.241150082346220707e+00 1.884955592153876092e+00 -6.464544477964920266e-05
4.398229715025710362e+00 1.884955592153876092e+00 -4.209130260211278794e-05
4.555309347705200906e+00 1.884955592153876092e+00 -2.751474981673517170e-05
4.712388980384689674e+00 1.884955592153876092e+00 -1.806659414918763962e-05
4.869468613064179330e+00 1.884955592153876092e+00 -1.189222392962628020e-05
5.026548245743668986e+00 1.884955592153876092e+00 -7.814441526215697956e-06
5.183627878423158641e+00 1.884955592153876092e+00 -5.091925356800390632e-06
5.340707511102649185e+00 1.884955592153876092e+00 -3.257226764712394538e-06
5.497787143782137953e+00 1.884955592153876092e+00 -2.013934683339087646e-06
5.654866776461627609e+00 1.884955592153876092e+00 -1.172960178060427966e-06
5.811946409141117265e+00 1.884955592153876092e+00 -6.134436361366825570e-07
5.969026041820606920e+00 1.884955592153876092e+00 -2.588902600527244138e-07
6.126105674500097464e+00 1.884955592153876092e+00 -6.275055576285391726e-08
0.000000000000000000e+00 2.042035224833365525e+00 -0.000000000000000000e+00
1.570796326794896558e-01 2.042035224833365525e+00 -8.637535733202230617e-08
3.141592653589793116e-01 2.042035224833365525e+00 -3.563594958638128988e-07
4.712388980384690229e-01 2.042035224833365525e+00 -8.443993010713259144e-07
6.283185307179586232e-01 2.042035224833365525e+00 -1.614571486061625751e-06
7.853981633974482790e-01 2.042035224833365525e+00 -2.772173699496192640e-06
9.424777960769380458e-01 2.042035224833365525e+00 -4.483573909288715261e-06
1.099557428756427591e+00 2.042035224833365525e+00 -7.009061445026103178e-06
1.256637061435917246e+00 2.042035224833365525e+00 -1.075666065485192759e-05
1.413716694115406902e+00 2.042035224833365525e+00 -1.636983843348597449e-05
1.570796326794896558e+00 2.042035224833365525e+00 -2.486905960677479274e-05
1.727875959474386436e+00 2.042035224833365525e+00 -3.787477986320805226e-05
1.884955592153876092e+00 2.042035224833365525e+00 -5.793989107243937512e-05
2.042035224833365525e+00 2.042035224833365525e+00 -8.898618553545260693e-05
2.199114857512855181e+00 2.042035224833365525e+00 -1.367000810522578033e-04
2.356194490192344837e+00 2.042035224833365525e+00 -2.083507459270477185e-04
2.513274122871834493e+00 2.042035224833365525e+00 -3.107091573124893657e-04
2.670353755551324593e+00 2.042035224833365525e+00 -4.440262943236033925e-04
2.827433388230813804e+00 2.042035224833365525e+00 -5.918401205955740527e-04
2.984513020910303460e+00 2.042035224833365525e+00 -7.145377397632969585e-04
3.141592653589793116e+00 2.042035224833365525e+00 -7.631784563586971326e-04
3.298672286269282772e+00 2.042035224833365525e+00 -7.145377397633025963e-04
3.455751918948772872e+00 2.042035224833365525e+00 -5.918401205955736190e-04
3.612831551628262527e+00 2.042035224833365525e+00 -4.440262943236064283e-04
3.769911184307752183e+00 2.042035224833365525e+00 -3.107091573124911004e-04
3.926990816987241395e+00 2.042035224833365525e+00 -2.083507459270481522e-04
4.084070449666731051e+00 2.042035224833365525e+00 -1.367000810522555265e-04
4.241150082346220707e+00 2.042035224833365525e+00 -8.898618553545417902e-05
4.398229715025710362e+00 2.042035224833365525e+00 -5.793989107243910407e-05
4.555309347705200906e+00 2.042035224833365525e+00 -3.787477986320816068e-05
4.712388980384689674e+00 2.042035224833365525e+00 -2.486905960677557878e-05
4.869468613064179330e+00 2.042035224833365525e+00 -1.636983843348558147e-05
5.026548245743668986e+00 2.042035224833365525e+00 -1.075666065485171075e-05
5.183627878423158641e+00 2.042035224833365525e+00 -7.009061445026435215e-06
5.340707511102649185e+00 2.042035224833365525e+00 -4.483573909288667827e-06
5.497787143782137953e+00 2.042035224833365525e+00 -2.772173699495969024e-06
5.654866776461627609e+00 2.042035224833365525e+00 -1.614571486061695208e-06
5.811946409141117265e+00 2.042035224833365525e+00 -8.443993010712090238e-07
5.969026041820606920e+00 2.042035224833365525e+00 -3.563594958637870643e-07
6.126105674500097464e+00 2.042035224833365525e+00 -8.637535733199625990e-08
0.000000000000000000e+00 2.199114857512855181e+00 -0.000000000000000000e+00
1.570796326794896558e-01 2.199114857512855181e+00 -1.015501397796439398e-07
3.141592653589793116e-01 2.199114857512855181e+00 -4.189666337341439042e-07
4.712388980384690229e-01 2.199114857512855181e+00 -9.927495340862916364e-07
6.283185307179586232e-01 2.199114857512855181e+00 -1.898235654791356460e-06
7.853981633974482790e-01 2.199114857512855181e+00 -3.259226979368880938e-06
9.424777960769380458e-01 2.199114857512855181e+00 -5.271328904660076327e-06
1.099557428756427591e+00 2.199114857512855181e+00 -8.240575426266446007e-06
1.256637061435917246e+00 2.199114857512855181e+00 -1.264670128451265269e-05
1.413716694115406902e+00 2.199114857512855181e+00 -1.924626422978780122e-05
1.570796326794896558e+00 2.199114857512855181e+00 -2.923907510583254607e-05
1.727875959474386436e+00 2.199114857512855181e+00 -4.453036359851209329e-05
1.884955592153876092e+00 2.199114857512855181e+00 -6.812158632160414959e-05
2.042035224833365525e+00 2.199114857512855181e+00 -1.046234054455637101e-04
2.199114857512855181e+00 2.199114857512855181e+00 -1.607204562258090228e-04
2.356194490192344837e+00 2.199114857512855181e+00 -2.449564299528613496e-04
2.513274122871834493e+00 2.199114857512855181e+00 -3.652859138938656641e-04
2.670353755551324593e+00 2.199114857512855181e+00 -5.219946553611451434e-04
2.827433388230813804e+00 2.199114857512855181e+00 -6.957234839694609492e-04
2.984513020910303460e+00 2.199114857512855181e+00 -8.399164617421440993e-04
3.141592653589793116e+00 2.199114857512855181e+00 -8.970744560472566909e-04
3.298672286269282772e+00 2.199114857512855181e+00 -8.399164617421484361e-04
3.455751918948772872e+00 2.199114857512855181e+00 -6.957234839694639850e-04
3.612831551628262527e+00 2.199114857512855181e+00 -5.219946553611438424e-04
3.769911184307752183e+00 2.199114857512855181e+00 -3.652859138938697840e-04
3.926990816987241395e+00 2.199114857512855181e+00 -2.449564299528647106e-04
4.084070449666731051e+00 2.199114857512855181e+00 -1.607204562258064207e-04
4.241150082346220707e+00 2.199114857512855181e+00 -1.046234054455618670e-04
4.398229715025710362e+00 2.199114857512855181e+00 -6.812158632160301118e-05
4.555309347705200906e+00 2.199114857512855181e+00 -4.453036359851233724e-05
4.712388980384689674e+00 2.199114857512855181e+00 -2.923907510583222081e-05
4.869468613064179330e+00 2.199114857512855181e+00 -1.924626422978805871e-05
5.026548245743668986e+00 2.199114857512855181e+00 -1.264670128451221901e-05
5.183627878423158641e+00 2.199114857512855181e+00 -8.240575426266466335e-06
5.340707511102649185e+00 2.199114857512855181e+00 -5.271328904659988235e-06
5.497787143782137953e+00 2.199114857512855181e+00 -3.259226979369175706e-06
5.654866776461627609e+00 2.199114857512855181e+00 -1.898235654791613958e-06
5.811946409141117265e+00 2.199114857512855181e+00 -9.927495340864491845e-07
5.969026041820606920e+00 2.199114857512855181e+00 -4.189666337341549157e-07
6.126105674500097464e+00 2.199114857512855181e+00 -1.015501397796460573e-07
0.000000000000000000e+00 2.356194490192344837e+00 -0.000000000000000000e+00
1.570796326794896558e-01 2.356194490192344837e+00 -1.067875798297669461e-07
3.141592653589793116e-01 2.356194490192344837e+00 -4.405752901027508199e-07
4.712388980384690229e-01 2.356194490192344837e+00 -1.043953595307352673e-06
6.283185307179586232e-01 2.356194490192344837e+00 -1.996148106270448358e-06
7.853981633974482790e-01 2.356194490192344837e+00 -3.427351951052787389e-06
9.424777960769380458e-01 2.356194490192344837e+00 -5.543269595354203627e-06
1.099557428756427591e+00 2.356194490192344837e+00 -8.665737306074767924e-06
1.256637061435917246e+00 2.356194490192344837e+00 -1.329926354183795241e-05
1.413716694115406902e+00 2.356194490192344837e+00 -2.023947662797847971e-05
1.570796326794896558e+00 2.356194490192344837e+00 -3.074814503864722773e-05
1.727875959474386436e+00 2.356194490192344837e+00 -4.682886018944455524e-05
1.884955592153876092e+00 2.356194490192344837e+00 -7.163795063978601208e-05
2.042035224833365525e+00 2.356194490192344837e+00 -1.100237243978362039e-04
2.199114857512855181e+00 2.356194490192344837e+00 -1.690146465313575224e-04
2.356194490192344837e+00 2.356194490192344837e+00 -2.575920669705834398e-04
2.513274122871834493e+00 2.356194490192344837e+00 -3.841138967351611158e-04
2.670353755551324593e+00 2.356194490192344837e+00 -5.488697470312602078e-04
2.827433388230813804e+00 2.356194490192344837e+00 -7.314961607518362038e-04
2.984513020910303460e+00 2.356194490192344837e+00 -8.830551204540371471e-04
3.141592653589793116e+00 2.356194490192344837e+00 -9.431282346885226306e-04
3.298672286269282772e+00 2.356194490192344837e+00 -8.830551204540319429e-04
3.455751918948772872e+00 2.356194490192344837e+00 -7.314961607518422754e-04
3.612831551628262527e+00 2.356194490192344837e+00 -5.488697470312558710e-04
3.769911184307752183e+00 2.356194490192344837e+00 -3.841138967351576464e-04
3.926990816987241395e+00 2.356194490192344837e+00 -2.575920669705877766e-04
4.084070449666731051e+00 2.356194490192344837e+00 -1.690146465313571971e-04
4.241150082346220707e+00 2.356194490192344837e+00 -1.100237243978360955e-04
4.398229715025710362e+00 2.356194490192344837e+00 -7.163795063978595787e-05
4.555309347705200906e+00 2.356194490192344837e+00 -4.682886018944490761e-05
4.712388980384689674e+00 2.356194490192344837e+00 -3.074814503864692957e-05
4.869468613064179330e+00 2.356194490192344837e+00 -2.023947662797975365e-05
5.026548245743668986e+00 2.356194490192344837e+00 -1.329926354183758649e-05
5.183627878423158641e+00 2.356194490192344837e+00 -8.665737306075052527e-06
5.340707511102649185e+00 2.356194490192344837e+00 -5.543269595354217180e-06
5.497787143782137953e+00 2.356194490192344837e+00 -3.427351951053173636e-06
5.654866776461627609e+00 2.356194490192344837e+00 -1.996148106270187472e-06
5.811946409141117265e+00 2.356194490192344837e+00 -1.043953595307749085e-06
5.969026041820606920e+00 2.356194490192344837e+00 -4.405752901027218090e-07
6.126105674500097464e+00 2.356194490192344837e+00 -1.067875798297563582e-07
0.000000000000000000e+00 2.513274122871834493e+00 -0.000000000000000000e+00
1.570796326794896558e-01 2.513274122871834493e+00 -1.015719088274395548e-07
3.141592653589793116e-01 2.513274122871834493e+00 -4.190573728242094239e-07
4.712388980384690229e-01 2.513274122871834493e+00 -9.929682181056116393e-07
6.283185307179586232e-01 2.513274122871834493e+00 -1.898663699033534730e-06
7.853981633974482790e-01 2.513274122871834493e+00 -3.259983880113106948e-06
9.424777960769380458e-01 2.513274122871834493e+00 -5.272596513242643263e-06
1.099557428756427591e+00 2.513274122871834493e+00 -8.242636565673037183e-06
1.256637061435917246e+00 2.513274122871834493e+00 -1.265000141760118033e-05
1.413716694115406902e+00 2.513274122871834493e+00 -1.925150832949788879e-05
1.570796326794896558e+00 2.513274122871834493e+00 -2.924737270591201742e-05
1.727875959474386436e+00 2.513274122871834493e+00 -4.454342213993083693e-05
1.884955592153876092e+00 2.513274122871834493e+00 -6.814189347400536299e-05
2.042035224833365525e+00 2.513274122871834493e+00 -1.046541536947667435e-04
2.199114857512855181e+00 2.513274122871834493e+00 -1.607645007490277273e-04
2.356194490192344837e+00 2.513274122871834493e+00 -2.450127821125823446e-04
2.513274122871834493e+00 2.513274122871834493e+00 -3.653420952957828205e-04
2.670353755551324593e+00 2.513274122871834493e+00 -5.220175603328049488e-04
2.827433388230813804e+00 2.513274122871834493e+00 -6.956647557192262646e-04
2.984513020910303460e+00 2.513274122871834493e+00 -8.397540007622104549e-04
3.141592653589793116e+00 2.513274122871834493e+00 -8.968618409502873701e-04
3.298672286269282772e+00 2.513274122871834493e+00 -8.397540007622191285e-04
3.455751918948772872e+00 2.513274122871834493e+00 -6.956647557192349382e-04
3.612831551628262527e+00 2.513274122871834493e+00 -5.220175603328049488e-04
3.769911184307752183e+00 2.513274122871834493e+00 -3.653420952957860731e-04
3.926990816987241395e+00 2.513274122871834493e+00 -2.450127821125868983e-04
4.084070449666731051e+00 2.513274122871834493e+00 -1.607645007490215473e-04
4.241150082346220707e+00 2.513274122871834493e+00 -1.046541536947677735e-04
4.398229715025710362e+00 2.513274122871834493e+00 -6.814189347400590509e-05
4.555309347705200906e+00 2.513274122871834493e+00 -4.454342213993343902e-05
4.712388980384689674e+00 2.513274122871834493e+00 -2.924737270591321004e-05
4.869468613064179330e+00 2.513274122871834493e+00 -1.925150832949730603e-05
5.026548245743668986e+00 2.513274122871834493e+00 -1.265000141760118033e-05
5.183627878423158641e+00 2.513274122871834493e+00 -8.242636565673294681e-06
5.340707511102649185e+00 2.513274122871834493e+00 -5.272596513242907537e-06
5.497787143782137953e+00 2.513274122871834493e+00 -3.259983880113615168e-06
5.654866776461627609e+00 2.513274122871834493e+00 -1.898663699033395816e-06
5.811946409141117265e+00 2.513274122871834493e+00 -9.929682181057471646e-07
5.969026041820606920e+00 2.513274122871834493e+00 -4.190573728241434612e-07
6.126105674500097464e+00 2.513274122871834493e+00 -1.015719088274480252e-07
0.000000000000000000e+00 2.670353755551324593e+00 -0.000000000000000000e+00
1.570796326794896558e-01 2.670353755551324593e+00 -8.641058039147954726e-08
3.141592653589793116e-01 2.670353755551324593e+00 -3.565063147962013656e-07
4.712388980384690229e-01 2.670353755551324593e+00 -8.447531392489301671e-07
6.283185307179586232e-01 2.670353755551324593e+00 -1.615264076197030175e-06
7.853981633974482790e-01 2.670353755551324593e+00 -2.773398390630342307e-06
9.424777960769380458e-01 2.670353755551324593e+00 -4.485624943065787612e-06
1.099557428756427591e+00 2.670353755551324593e+00 -7.012396438645488209e-06
1.256637061435917246e+00 2.670353755551324593e+00 -1.076200038234900166e-05
1.413716694115406902e+00 2.670353755551324593e+00 -1.637832356500654608e-05
1.570796326794896558e+00 2.670353755551324593e+00 -2.488248540555816559e-05
1.727875959474386436e+00 2.670353755551324593e+00 -3.789590902655680252e-05
1.884955592153876092e+00 2.670353755551324593e+00 -5.797274873380395396e-05
2.042035224833365525e+00 2.670353755551324593e+00 -8.903593724401146284e-05
2.199114857512855181e+00 2.670353755551324593e+00 -1.367713465787682298e-04
2.356194490192344837e+00 2.670353755551324593e+00 -2.084419256174315166e-04
2.513274122871834493e+00 2.670353755551324593e+00 -3.108000606971614548e-04
2.670353755551324593e+00 2.670353755551324593e+00 -4.440633553100454579e-04
2.827433388230813804e+00 2.670353755551324593e+00 -5.917450962887576410e-04
2.984513020910303460e+00 2.670353755551324593e+00 -7.142748724435132521e-04
3.141592653589793116e+00 2.670353755551324593e+00 -7.628344380120194446e-04
3.298672286269282772e+00 2.670353755551324593e+00 -7.142748724435106500e-04
3.455751918948772872e+00 2.670353755551324593e+00 -5.917450962887572073e-04
3.612831551628262527e+00 2.670353755551324593e+00 -4.440633553100476263e-04
3.769911184307752183e+00 2.670353755551324593e+00 -3.108000606971636232e-04
3.926990816987241395e+00 2.670353755551324593e+00 -2.084419256174296735e-04
4.084070449666731051e+00 2.670353755551324593e+00 -1.367713465787630256e-04
4.241150082346220707e+00 2.670353755551324593e+00 -8.903593724400961969e-05
4.398229715025710362e+00 2.670353755551324593e+00 -5.797274873380379133e-05
4.555309347705200906e+00 2.670353755551324593e+00 -3.789590902655650437e-05
4.712388980384689674e+00 2.670353755551324593e+00 -2.488248540555740664e-05
4.869468613064179330e+00 2.670353755551324593e+00 -1.637832356500684423e-05
5.026548245743668986e+00 2.670353755551324593e+00 -1.076200038234868318e-05
5.183627878423158641e+00 2.670353755551324593e+00 -7.012396438646159059e-06
5.340707511102649185e+00 2.670353755551324593e+00 -4.485624943066502507e-06
5.497787143782137953e+00 2.670353755551324593e+00 -2.773398390630450727e-06
5.654866776461627609e+00 2.670353755551324593e+00 -1.615264076197097938e-06
5.811946409141117265e+00 2.670353755551324593e+00 -8.447531392487069740e-07
5.969026041820606920e+00 2.670353755551324593e+00 -3.565063147962394821e-07
6.126105674500097464e+00 2.670353755551324593e+00 -8.641058039141093759e-08
0.000000000000000000e+00 2.827433388230813804e+00 -0.000000000000000000e+00
1.570796326794896558e-01 2.827433388230813804e+00 -6.278577882246087142e-08
3.141592653589793116e-01 2.827433388230813804e+00 -2.590370789861288966e-07
4.712388980384690229e-01 2.827433388230813804e+00 -6.137974743157585295e-07
6.283185307179586232e-01 2.827433388230813804e+00 -1.173652768199187910e-06
7.853981633974482790e-01 2.827433388230813804e+00 -2.015159374478837895e-06
9.424777960769380458e-01 2.827433388230813804e+00 -3.259277798496188942e-06
1.099557428756427591e+00 2.827433388230813804e+00 -5.095260350423021494e-06
1.256637061435917246e+00 2.827433388230813804e+00 -7.819781253701245599e-06
1.413716694115406902e+00 2.827433388230813804e+00 -1.190070906108604837e-05
1.570796326794896558e+00 2.827433388230813804e+00 -1.808001994775785832e-05
1.727875959474386436e+00 2.827433388230813804e+00 -2.753587897944464926e-05
1.884955592153876092e+00 2.827433388230813804e+00 -4.212416026170561780e-05
2.042035224833365525e+00 2.827433388230813804e+00 -6.469519648357461216e-05
2.199114857512855181e+00 2.827433388230813804e+00 -9.937993905068749547e-05
2.356194490192344837e+00 2.827433388230813804e+00 -1.514543748410504282e-04
2.513274122871834493e+00 2.827433388230813804e+00 -2.258218510981771423e-04
2.670353755551324593e+00 2.827433388230813804e+00 -3.226358967122575517e-04
2.827433388230813804e+00 2.827433388230813804e+00 -4.299148446708566870e-04
2.984513020910303460e+00 2.827433388230813804e+00 -5.189149394345437052e-04
3.141592653589793116e+00 2.827433388230813804e+00 -5.541844143078806378e-04
3.298672286269282772e+00 2.827433388230813804e+00 -5.189149394345168170e-04
3.455751918948772872e+00 2.827433388230813804e+00 -4.299148446708475797e-04
3.612831551628262527e+00 2.827433388230813804e+00 -3.226358967122423729e-04
3.769911184307752183e+00 2.827433388230813804e+00 -2.258218510981806117e-04
3.926990816987241395e+00 2.827433388230813804e+00 -1.514543748410489103e-04
4.084070449666731051e+00 2.827433388230813804e+00 -9.937993905067958079e-05
4.241150082346220707e+00 2.827433388230813804e+00 -6.469519648357011272e-05
4.398229715025710362e+00 2.827433388230813804e+00 -4.212416026170439807e-05
4.555309347705200906e+00 2.827433388230813804e+00 -2.753587897944389032e-05
4.712388980384689674e+00 2.827433388230813804e+00 -1.808001994775819713e-05
4.869468613064179330e+00 2.827433388230813804e+00 -1.190070906108537752e-05
5.026548245743668986e+00 2.827433388230813804e+00 -7.819781253702505984e-06
5.183627878423158641e+00 2.827433388230813804e+00 -5.095260350423109585e-06
5.340707511102649185e+00 2.827433388230813804e+00 -3.259277798495833188e-06
5.497787143782137953e+00 2.827433388230813804e+00 -2.015159374478932763e-06
5.654866776461627609e+00 2.827433388230813804e+00 -1.173652768199144288e-06
5.811946409141117265e+00 2.827433388230813804e+00 -6.137974743160033221e-07
5.969026041820606920e+00 2.827433388230813804e+00 -2.590370789858764808e-07
6.126105674500097464e+00 2.827433388230813804e+00 -6.278577882242529604e-08
0.000000000000000000e+00 2.984513020910303460e+00 -0.000000000000000000e+00
1.570796326794896558e-01 2.984513020910303460e+00 -3.301006347096569035e-08
3.141592653589793116e-01 2.984513020910303460e+00 -1.361906298242836102e-07
