kx ky BerryCurvature
5.026548245743668986e+00 4.712388980384690229e-01 1.076200038234862897e-05
5.183627878423158641e+00 4.712388980384690229e-01 7.012396438646091297e-06
5.340707511102649185e+00 4.712388980384690229e-01 4.485624943066461850e-06
5.497787143782137953e+00 4.712388980384690229e-01 2.773398390630464280e-06
5.654866776461627609e+00 4.712388980384690229e-01 1.615264076197104714e-06
5.811946409141117265e+00 4.712388980384690229e-01 8.447531392487001977e-07
5.969026041820606920e+00 4.712388980384690229e-01 3.565063147962327058e-07
6.126105674500097464e+00 4.712388980384690229e-01 8.641058039141093759e-08
0.000000000000000000e+00 6.283185307179586232e-01 -0.000000000000000000e+00
1.570796326794896558e-01 6.283185307179586232e-01 1.015719088274412489e-07
3.141592653589793116e-01 6.283185307179586232e-01 4.190573728242058240e-07
4.712388980384690229e-01 6.283185307179586232e-01 9.929682181056124864e-07
6.283185307179586232e-01 6.283185307179586232e-01 1.898663699033538118e-06
7.853981633974482790e-01 6.283185307179586232e-01 3.259983880113096784e-06
9.424777960769380458e-01 6.283185307179586232e-01 5.272596513242663592e-06
1.099557428756427591e+00 6.283185307179586232e-01 8.242636565673057511e-06
1.256637061435917246e+00 6.283185307179586232e-01 1.265000141760119388e-05
1.413716694115406902e+00 6.283185307179586232e-01 1.925150832949786169e-05
1.570796326794896558e+00 6.283185307179586232e-01 2.924737270591199032e-05
1.727875959474386436e+00 6.283185307179586232e-01 4.454342213993086404e-05
1.884955592153876092e+00 6.283185307179586232e-01 6.814189347400552562e-05
2.042035224833365525e+00 6.283185307179586232e-01 1.046541536947665808e-04
2.199114857512855181e+00 6.283185307179586232e-01 1.607645007490279441e-04
2.356194490192344837e+00 6.283185307179586232e-01 2.450127821125832120e-04
2.513274122871834493e+00 6.283185307179586232e-01 3.653420952957828205e-04
2.670353755551324593e+00 6.283185307179586232e-01 5.220175603328053825e-04
2.827433388230813804e+00 6.283185307179586232e-01 6.956647557192245299e-04
2.984513020910303460e+00 6.283185307179586232e-01 8.397540007622104549e-04
3.141592653589793116e+00 6.283185307179586232e-01 8.968618409502908395e-04
3.298672286269282772e+00 6.283185307179586232e-01 8.397540007622208633e-04
3.455751918948772872e+00 6.283185307179586232e-01 6.956647557192288667e-04
3.612831551628262527e+00 6.283185307179586232e-01 5.220175603328045151e-04
3.769911184307752183e+00 6.283185307179586232e-01 3.653420952957858563e-04
3.926990816987241395e+00 6.283185307179586232e-01 2.450127821125875488e-04
4.084070449666731051e+00 6.283185307179586232e-01 1.607645007490217642e-04
4.241150082346220707e+00 6.283185307179586232e-01 1.046541536947675566e-04
4.398229715025710362e+00 6.283185307179586232e-01 6.814189347400590509e-05
4.555309347705200906e+00 6.283185307179586232e-01 4.454342213993349323e-05
4.712388980384689674e+00 6.283185307179586232e-01 2.924737270591329136e-05
4.869468613064179330e+00 6.283185307179586232e-01 1.925150832949733314e-05
5.026548245743668986e+00 6.283185307179586232e-01 1.265000141760107191e-05
5.183627878423158641e+00 6.283185307179586232e-01 8.242636565673348891e-06
5.340707511102649185e+00 6.283185307179586232e-01 5.272596513242853327e-06
5.497787143782137953e+00 6.283185307179586232e-01 3.259983880113649049e-06
5.654866776461627609e+00 6.283185307179586232e-01 1.898663699033389040e-06
5.811946409141117265e+00 6.283185307179586232e-01 9.929682181057336121e-07
5.969026041820606920e+00 6.283185307179586232e-01 4.190573728241604018e-07
6.126105674500097464e+00 6.283185307179586232e-01 1.015719088274429430e-07
0.000000000000000000e+00 7.853981633974482790e-01 -0.000000000000000000e+00
1.570796326794896558e-01 7.853981633974482790e-01 1.067875798297597464e-07
3.141592653589793116e-01 7.853981633974482790e-01 4.405752901027483846e-07
4.712388980384690229e-01 7.853981633974482790e-01 1.043953595307337427e-06
6.283185307179586232e-01 7.853981633974482790e-01 1.996148106270461911e-06
7.853981633974482790e-01 7.853981633974482790e-01 3.427351951052794166e-06
9.424777960769380458e-01 7.853981633974482790e-01 5.543269595354169746e-06
1.099557428756427591e+00 7.853981633974482790e-01 8.665737306074822134e-06
1.256637061435917246e+00 7.853981633974482790e-01 1.329926354183791175e-05
1.413716694115406902e+00 7.853981633974482790e-01 2.023947662797850682e-05
1.570796326794896558e+00 7.853981633974482790e-01 3.074814503864717352e-05
1.727875959474386436e+00 7.853981633974482790e-01 4.682886018944463656e-05
1.884955592153876092e+00 7.853981633974482790e-01 7.163795063978628313e-05
2.042035224833365525e+00 7.853981633974482790e-01 1.100237243978357702e-04
2.199114857512855181e+00 7.853981633974482790e-01 1.690146465313579561e-04
2.356194490192344837e+00 7.853981633974482790e-01 2.575920669705834398e-04
2.513274122871834493e+00 7.853981633974482790e-01 3.841138967351613327e-04
2.670353755551324593e+00 7.853981633974482790e-01 5.488697470312602078e-04
2.827433388230813804e+00 7.853981633974482790e-01 7.314961607518370712e-04
2.984513020910303460e+00 7.853981633974482790e-01 8.830551204540397492e-04
3.141592653589793116e+00 7.853981633974482790e-01 9.431282346885208959e-04
3.298672286269282772e+00 7.853981633974482790e-01 8.830551204540302082e-04
3.455751918948772872e+00 7.853981633974482790e-01 7.314961607518414080e-04
3.612831551628262527e+00 7.853981633974482790e-01 5.488697470312567384e-04
3.769911184307752183e+00 7.853981633974482790e-01 3.841138967351585137e-04
3.926990816987241395e+00 7.853981633974482790e-01 2.575920669705879934e-04
4.084070449666731051e+00 7.853981633974482790e-01 1.690146465313570887e-04
4.241150082346220707e+00 7.853981633974482790e-01 1.100237243978360955e-04
4.398229715025710362e+00 7.853981633974482790e-01 7.163795063978601208e-05
4.555309347705200906e+00 7.853981633974482790e-01 4.682886018944490761e-05
4.712388980384689674e+00 7.853981633974482790e-01 3.074814503864706510e-05
4.869468613064179330e+00 7.853981633974482790e-01 2.023947662797978076e-05
5.026548245743668986e+00 7.853981633974482790e-01 1.329926354183753228e-05
5.183627878423158641e+00 7.853981633974482790e-01 8.665737306075038974e-06
5.340707511102649185e+00 7.853981633974482790e-01 5.543269595354217180e-06
5.497787143782137953e+00 7.853981633974482790e-01 3.427351951053187189e-06
